university,career,inscription_date,gender,age,location,email,first_name,last_name
universidad tecnológica nacional,ingeniería mecánica,2020-09-01,male,34,alfalad,vrobbins@yahoo.com,billy,cooper
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020-12-11,male,91,arroyo pastora,chavezoscar@yahoo.com,jeffrey,castaneda
universidad tecnológica nacional,licenciatura en psicología,2020-11-12,female,2,cacui,hparks@yahoo.com,lisa,griffin
universidad tecnológica nacional,contador público,2020-12-19,female,10,carlos keen,sextontodd@hotmail.com,michelle,brewer
universidad tecnológica nacional,actuario,2020-12-08,female,93,san andres,garciakevin@hotmail.com,kayla,adams
universidad tecnológica nacional,contador público,2020-11-27,male,71,acasape,gregory11@gmail.com,christopher,torres
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-11-26,female,106,abra mayo,gonzalezshawn@yahoo.com,sara,anderson
universidad tecnológica nacional,licenciatura en psicología,2020-12-11,female,16,angostura,vancejames@yahoo.com,sherry,campos
universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020-09-11,female,5,sey,jamesanderson@gmail.com,audrey,jimenez
universidad tecnológica nacional,ingeniería en informática,2020-09-25,female,10,agua de los manantiales,rochamark@hotmail.com,mrs.,elizabeth
universidad tecnológica nacional,contador público,2020-12-17,male,13,cañete,monicamiller@gmail.com,keith,bell
universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-10-06,female,63,canning,adriancastro@yahoo.com,debbie,morrison
universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-11-02,male,3,baterias,johnstonchristopher@yahoo.com,elijah,price
universidad tecnológica nacional,licenciatura en ciencias geológicas,2020-09-08,male,28,campamento sol,ramirezgrace@hotmail.com,nathan,ramirez
universidad tecnológica nacional,licenciatura en ciencias ambientales,2021-01-24,male,108,paso de los andes,katherine35@yahoo.com,william,williams
universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020-09-07,female,35,gahan,ngalloway@gmail.com,kimberly,thompson
universidad tecnológica nacional,actuario,2020-11-29,male,84,abra guazu,ocrawford@yahoo.com,ryan,williams
universidad tecnológica nacional,diseño de imagen y sonido,2020-09-08,male,116,estacion yerua,natalie44@gmail.com,james,estrada
universidad tecnológica nacional,licenciatura en ciencias biológicas,2021-01-17,male,96,bajo de los sueldos,gwilliams@hotmail.com,bryan,mcdaniel
universidad tecnológica nacional,actuario,2020-12-03,female,12,campo aristimuño,clinton39@hotmail.com,kelly,lopez
universidad tecnológica nacional,ingeniería mecánica,2020-10-13,male,109,centenario,matthewjackson@hotmail.com,tyler,miles
universidad tecnológica nacional,actuario,2020-10-03,female,54,cameron,conniegonzalez@hotmail.com,sarah,livingston
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020-11-29,male,39,castilla,pstewart@yahoo.com,brian,massey
universidad tecnológica nacional,ciencias veterinarias,2020-10-08,male,41,adolfo alsina,johnsonantonio@hotmail.com,robert,lopez
universidad tecnológica nacional,licenciatura en psicología,2020-10-13,female,71,colonia los tres usaris,laura27@gmail.com,megan,werner
universidad tecnológica nacional,licenciatura en psicología,2021-01-31,male,63,girodias,harveyandre@gmail.com,john,sanchez
universidad tecnológica nacional,licenciatura en sociología,2021-01-13,male,55,agua amarga,cguzman@yahoo.com,mr.,christopher
universidad tecnológica nacional,licenciatura en ciencia política,2020-10-06,female,49,calchaqui,cortiz@gmail.com,julia,gallegos
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-09-23,female,48,blaquier,michaelpaul@yahoo.com,gina,oliver
universidad tecnológica nacional,licenciatura en psicología,2021-01-13,male,107,correa,rosejason@yahoo.com,eric,phillips
universidad tecnológica nacional,diseño industrial,2020-12-27,female,21,comodoro rivadavia,mhayes@gmail.com,kimberly,wood
universidad tecnológica nacional,licenciatura en musicoterapia,2020-11-17,female,114,arturo vatteone,rsharp@hotmail.com,nancy,myers
universidad tecnológica nacional,licenciatura en musicoterapia,2021-02-01,male,108,el zorro,rojaskelly@gmail.com,frank,hughes
universidad tecnológica nacional,farmacia,2020-09-06,male,111,alagon,robert81@yahoo.com,john,harrison
universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020-10-20,male,113,bombal,gguzman@hotmail.com,robert,reed
universidad tecnológica nacional,ciencias veterinarias,2020-12-15,male,85,los corredores,christopherfletcher@hotmail.com,jonathan,huff
universidad tecnológica nacional,actuario,2020-12-06,male,41,bonpland norte,juliamitchell@hotmail.com,cory,perez
universidad tecnológica nacional,contador público,2020-12-09,female,3,aeropuerto ezeiza,rmay@hotmail.com,sandra,silva
universidad tecnológica nacional,licenciatura en musicoterapia,2021-01-02,female,21,12 de octubre,coreygibson@yahoo.com,lori,yates
universidad tecnológica nacional,contador público,2020-10-27,female,33,erezcano,emily86@hotmail.com,michele,sherman
universidad tecnológica nacional,licenciatura en psicología,2021-01-23,female,11,corbett,xwilliams@gmail.com,renee,george
universidad tecnológica nacional,agronomía,2020-12-07,male,46,campo rodriguez,lewismallory@gmail.com,charles,bailey
universidad tecnológica nacional,agronomía,2020-12-29,female,16,arminda,morenojason@yahoo.com,lisa,morrison
universidad tecnológica nacional,contador público,2021-01-11,male,16,correa,adkinsmelissa@yahoo.com,mark,esparza
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2021-01-14,male,2,juan vucetich ex dr r levene,aliciagalvan@yahoo.com,jesus,carney
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020-12-01,female,1,el arbolito,taylortony@gmail.com,regina,reyes
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020-09-30,female,81,funke,kevin96@yahoo.com,elizabeth,mcdaniel
universidad tecnológica nacional,ciencias veterinarias,2020-09-29,female,3,baños pismanta,dianaross@gmail.com,samantha,wilson
universidad tecnológica nacional,licenciatura en ciencias biológicas,2020-09-08,female,3,cerana,fjohnson@yahoo.com,melissa,parker
universidad tecnológica nacional,bioquímica,2020-10-23,male,58,el cipres,kelsey48@yahoo.com,robert,smith
universidad tecnológica nacional,ingeniería mecánica,2020-09-15,male,1,ricardo rojas,sawyerandrew@hotmail.com,steven,johnson
universidad tecnológica nacional,ciencias veterinarias,2021-01-03,female,113,campo monte la viruela,bill63@yahoo.com,linda,price
universidad tecnológica nacional,licenciatura en ciencia política,2020-09-18,male,103,ampata,contreraspaul@yahoo.com,micheal,lopez
universidad tecnológica nacional,actuario,2020-10-11,female,65,colonia josefa,dunncynthia@yahoo.com,amy,miller
universidad tecnológica nacional,ingeniería mecánica,2020-11-26,male,70,gorchs,dgarcia@hotmail.com,jose,trujillo
universidad tecnológica nacional,bioquímica,2021-01-27,male,83,cinco saltos,cindygarza@yahoo.com,jesus,reynolds
universidad tecnológica nacional,ingeniería mecánica,2020-09-28,male,32,batiruana,bakermary@yahoo.com,brandon,myers
universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-11-13,male,90,barrio la union,lyonssydney@gmail.com,alvin,walker
universidad tecnológica nacional,licenciatura en psicología,2021-01-07,male,58,el cenizo,david48@yahoo.com,corey,burton
universidad tecnológica nacional,actuario,2020-10-19,female,12,buena nueva,garciawesley@gmail.com,crystal,smith
universidad tecnológica nacional,licenciatura en ciencias ambientales,2020-09-26,female,75,san mayol,jacobblevins@hotmail.com,tiffany,hunter
universidad tecnológica nacional,licenciatura en psicología,2020-10-23,female,66,bella vista,perkinsrobert@yahoo.com,robin,baker
universidad tecnológica nacional,licenciatura en artes,2020-09-07,female,84,estacion saguier,colonalfred@yahoo.com,hayley,lawson
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020-11-18,female,96,villa numancia,dawnwarner@hotmail.com,michelle,patterson
universidad tecnológica nacional,licenciatura en sociología,2020-12-16,female,17,jose leon suarez,silvascott@yahoo.com,kelly,reeves
universidad tecnológica nacional,farmacia,2020-12-02,female,104,la lucila,wharris@yahoo.com,jordan,bryant
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020-09-09,female,80,cañadon de las vacas,sellersrussell@gmail.com,donna,lucas
universidad tecnológica nacional,agronomía,2020-10-12,male,47,campo redondo,schneiderlindsey@gmail.com,blake,pitts
universidad tecnológica nacional,licenciatura en ciencias geológicas,2021-01-11,male,65,colonia la gaviota,moyermichael@gmail.com,timothy,collins
universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020-11-10,female,107,bigand,davidcarroll@gmail.com,nicole,myers
universidad tecnológica nacional,farmacia,2020-09-27,female,59,alzaga,carolynnguyen@hotmail.com,tina,fuentes
universidad tecnológica nacional,licenciatura en ciencias biológicas,2021-01-01,male,35,9 de julio,troyjenkins@yahoo.com,louis,hawkins
universidad tecnológica nacional,ciencias veterinarias,2020-10-10,male,15,don torcuato,williamspenny@hotmail.com,matthew,roberts
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-12-18,male,37,abramo,bwillis@yahoo.com,mark,williams
universidad tecnológica nacional,diseño industrial,2020-10-25,male,98,girodias,jamesburnett@gmail.com,aaron,wade
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2021-01-25,female,73,coronel granada,hmiller@yahoo.com,michelle,lee
universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-09-02,female,8,campo la lima,wwhite@hotmail.com,christine,dominguez
universidad tecnológica nacional,ciencias veterinarias,2020-11-11,male,18,estacion saguier,ortegarobert@hotmail.com,christopher,myers
universidad tecnológica nacional,técnico para bioterios,2020-09-06,female,98,anderson,matthewwilliams@yahoo.com,angela,newman
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-10-23,female,104,kilometro 374,srose@yahoo.com,kelly,williams
universidad tecnológica nacional,licenciatura en administración,2021-01-09,male,64,acasape,joanhoover@gmail.com,brian,gay
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-12-09,female,97,campo crenna,millerlaurie@gmail.com,stacey,morales
universidad tecnológica nacional,diseño de imagen y sonido,2021-01-02,female,32,cucullu,sharon39@hotmail.com,connie,macias
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2021-01-08,female,15,arturo segui,murphyfrederick@hotmail.com,alyssa,jones
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020-09-10,female,20,abra de pives,penningtonnicholas@gmail.com,rhonda,wilson
universidad tecnológica nacional,bioquímica,2020-10-09,male,43,el lenguaraz,esoto@yahoo.com,lance,mann
universidad tecnológica nacional,licenciatura en administración,2021-01-07,male,113,alto del saladillo,nathan36@gmail.com,andrew,snyder
universidad tecnológica nacional,diseño de imagen y sonido,2021-01-29,female,17,ambas puntillas,mrussell@yahoo.com,katie,salinas
universidad tecnológica nacional,farmacia,2020-11-20,male,80,despeñaderos,jennifer26@hotmail.com,kevin,lopez
universidad tecnológica nacional,licenciatura en ciencias biológicas,2021-01-12,female,24,aguada de guerra,justinmiller@hotmail.com,savannah,herman
universidad tecnológica nacional,ingeniería en informática,2020-10-26,male,31,los gauchos,weaverlisa@gmail.com,zachary,carroll
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020-11-11,male,57,rafael castillo,kboyer@gmail.com,justin,macdonald
universidad tecnológica nacional,licenciatura en psicología,2021-01-20,male,104,catamontaña,obriencory@yahoo.com,edward,brown
universidad tecnológica nacional,ciencias veterinarias,2020-11-26,female,99,colonia nueva montevideo,michealbradley@yahoo.com,deborah,adams
universidad tecnológica nacional,ingeniería en informática,2020-09-18,female,103,bella vista,oluna@yahoo.com,maria,avila
universidad tecnológica nacional,bioquímica,2020-11-23,male,43,la oriental,amberhaynes@gmail.com,jordan,jones
universidad tecnológica nacional,medicina,2020-11-03,female,49,el pingo,jocelynstewart@gmail.com,rachel,green
universidad tecnológica nacional,licenciatura en ciencias geológicas,2020-12-16,female,112,alegria,ryanwalter@yahoo.com,brittany,baker
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2021-01-04,male,42,cervantes,garzasamuel@gmail.com,jeremy,walker
universidad tecnológica nacional,licenciatura en ciencias ambientales,2020-09-03,female,30,estrada,emurphy@yahoo.com,sabrina,thompson
universidad tecnológica nacional,licenciatura en ciencia política,2020-12-01,male,114,san francisco solano,gibsonandrew@gmail.com,carlos,smith
universidad tecnológica nacional,diseño de imagen y sonido,2021-01-15,female,34,villa de mayo,deanna19@gmail.com,stacie,hawkins
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2021-01-06,female,89,aldea maria luisa,bbolton@hotmail.com,mercedes,garcia
universidad tecnológica nacional,actuario,2020-11-15,female,53,cushamen,patricia87@gmail.com,stacy,dougherty
universidad tecnológica nacional,licenciatura en sociología,2020-11-30,female,99,centinela,davisstacy@gmail.com,courtney,olsen
universidad tecnológica nacional,diseño de imagen y sonido,2020-12-27,male,71,agua cercada,gregorystevens@gmail.com,jason,price
universidad tecnológica nacional,licenciatura en musicoterapia,2020-10-24,female,83,carmen,ohuber@hotmail.com,michelle,miller
universidad tecnológica nacional,actuario,2020-11-05,female,60,abbott,ureese@gmail.com,joanne,frye
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020-12-10,male,35,el jupiter,umoran@gmail.com,zachary,rivas
universidad tecnológica nacional,licenciatura en ciencias ambientales,2020-10-17,male,3,juan vucetich ex dr r levene,zachary69@hotmail.com,william,thomas
universidad tecnológica nacional,diseño de imagen y sonido,2020-10-28,male,74,balneario claromeco,nsnyder@hotmail.com,brandon,morgan
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-09-18,male,5,carahunco,deborah78@gmail.com,brian,cruz
universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-10-11,male,32,nordelta,johnsonpatricia@yahoo.com,james,rivers
universidad tecnológica nacional,ingeniería electrónica,2020-10-10,female,1,barrio don santiago,wcummings@gmail.com,dana,torres
universidad tecnológica nacional,diseño industrial,2020-11-02,female,48,belgrano,maryhartman@gmail.com,lauren,gross
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2021-01-26,female,13,colonia leiva,huntbrenda@gmail.com,debra,reeves
universidad tecnológica nacional,farmacia,2020-12-02,female,68,aranguren,racheljackson@hotmail.com,lisa,rogers
universidad tecnológica nacional,ingeniería electrónica,2020-09-25,female,58,aguango,timothy84@gmail.com,kaitlyn,cross
universidad tecnológica nacional,agronomía,2021-01-06,male,89,carmen,kevin10@yahoo.com,william,cox
universidad tecnológica nacional,ingeniería electrónica,2020-10-31,female,45,colonia la india,glenn26@yahoo.com,kelly,beck
universidad tecnológica nacional,licenciatura en ciencias biológicas,2020-11-08,female,36,francisco madero,whitneymary@hotmail.com,jennifer,gay
universidad tecnológica nacional,licenciatura en ciencias ambientales,2020-10-10,male,98,guillermo e hudson,huntermoreno@hotmail.com,nathaniel,lopez
universidad tecnológica nacional,licenciatura en administración,2020-10-19,female,77,porvenir,carly50@hotmail.com,susan,mendoza
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-09-03,male,41,coronel pringles,amy69@yahoo.com,francisco,rowland
universidad tecnológica nacional,ingeniería electrónica,2021-01-10,male,88,abra el candado,brownkyle@hotmail.com,dale,contreras
universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-09-30,male,102,san bernardo del tuyu,nicole35@yahoo.com,andrew,stone
universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-11-01,male,98,alberto flores,robert75@gmail.com,christian,wilson
universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-11-11,female,24,isla victoria,petersonstefanie@hotmail.com,jill,taylor
universidad tecnológica nacional,bioquímica,2020-12-03,male,98,agua azul,edouglas@yahoo.com,justin,freeman
universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-12-01,male,90,la ribera,kylepatterson@yahoo.com,todd,cohen
universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-10-26,female,59,arminda,nguyenjacob@gmail.com,teresa,floyd
universidad tecnológica nacional,diseño industrial,2020-10-17,female,76,candelaria sud,frankkaren@hotmail.com,samantha,york
universidad tecnológica nacional,ciencias veterinarias,2020-09-01,male,77,bayauca,timothy98@yahoo.com,benjamin,rice
universidad tecnológica nacional,licenciatura en administración,2020-11-17,male,91,el olivo,samantha46@yahoo.com,christopher,meza
universidad tecnológica nacional,licenciatura en ciencia política,2020-12-27,male,107,9 de julio,russell74@gmail.com,mr.,kevin
universidad tecnológica nacional,licenciatura en producción de bioimagenes,2021-01-09,female,85,arroyo mal paso,timothy76@gmail.com,cristina,bowers
universidad tecnológica nacional,diseño industrial,2021-01-28,female,92,fuerte quemado,wsmith@gmail.com,tammie,smith
universidad tecnológica nacional,agronomía,2020-12-10,male,91,acasape,yweber@yahoo.com,benjamin,snow
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-10-29,male,63,drabble,veronicamoore@yahoo.com,juan,hunter
universidad tecnológica nacional,farmacia,2020-09-26,female,60,domselaar,riverajessica@yahoo.com,christina,lane
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020-09-01,female,14,aguada grande,eduardomartin@gmail.com,mrs.,desiree
universidad tecnológica nacional,ciencias veterinarias,2020-11-21,male,38,rafael calzada,gtorres@gmail.com,ralph,lambert
universidad tecnológica nacional,licenciatura en artes,2021-01-04,female,80,arroyo corralito,jmolina@hotmail.com,kelly,taylor
universidad tecnológica nacional,licenciatura en ciencias biológicas,2020-10-16,female,20,bombal,levinesheryl@gmail.com,christina,moreno
universidad tecnológica nacional,licenciatura en ciencias de la educación,2020-10-01,female,57,aguada chacay co,melissacampbell@hotmail.com,allison,wright
universidad tecnológica nacional,arquitectura,2020-10-12,female,108,aldo bonzi,kanecharles@hotmail.com,laura,douglas
universidad tecnológica nacional,bioquímica,2020-10-07,female,51,villars,jacobsanthony@hotmail.com,margaret,allen
universidad tecnológica nacional,ingeniería en informática,2020-12-07,female,105,los frentones,shanefisher@yahoo.com,debra,riddle
universidad tecnológica nacional,ingeniería electrónica,2020-09-14,male,107,colonia hardy,curtis30@gmail.com,thomas,chang
universidad tecnológica nacional,ingeniería electrónica,2020-11-11,female,5,isla victoria,sdunlap@hotmail.com,ashley,hubbard
universidad tecnológica nacional,licenciatura en artes,2020-11-29,female,9,barrio lencina,patriciaoliver@yahoo.com,erin,harmon
universidad tecnológica nacional,licenciatura en administración,2020-10-28,female,58,alvarez jonte,ncraig@yahoo.com,rebecca,drake
universidad tecnológica nacional,bioquímica,2020-11-23,female,113,catua,robertgonzalez@hotmail.com,danielle,spencer
universidad tecnológica nacional,contador público,2020-11-27,male,83,campo magnin,nicholasbrown@gmail.com,joe,taylor
universidad tecnológica nacional,licenciatura en ciencias ambientales,2020-10-25,female,37,atalaya,kristin33@gmail.com,melissa,guzman
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-11-21,female,13,bahia lapataia,brianyu@gmail.com,jennifer,davis
universidad tecnológica nacional,ingeniería electrónica,2020-12-18,male,49,langueyu,travismiller@yahoo.com,david,schmidt
universidad tecnológica nacional,actuario,2021-01-28,female,48,avenida ejercito parana,zsmith@gmail.com,jennifer,fletcher
universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020-12-27,male,74,colonia falco,briana59@hotmail.com,gregory,olson
universidad tecnológica nacional,agronomía,2020-12-29,male,62,9 de julio,jdyer@yahoo.com,anthony,cervantes
universidad tecnológica nacional,bioquímica,2020-10-29,female,48,chivilcoy,eric04@gmail.com,elizabeth,miller
universidad tecnológica nacional,licenciatura en musicoterapia,2020-12-24,male,80,chapi talo,royvillarreal@hotmail.com,jose,harrington
universidad tecnológica nacional,bioquímica,2021-01-22,female,84,colonia devoto,cisnerosbrandon@yahoo.com,elizabeth,gutierrez
universidad tecnológica nacional,técnico para bioterios,2021-01-02,female,37,17 de agosto,michael78@gmail.com,rebecca,valencia
universidad tecnológica nacional,licenciatura en terapia ocupacional,2020-09-27,female,72,arroyo burgos,mary66@gmail.com,grace,knapp
universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-09-26,male,96,alto de sierra,eking@hotmail.com,douglas,hobbs
universidad tecnológica nacional,farmacia,2021-01-07,male,35,agua blanca,hsparks@hotmail.com,anthony,mclean
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2021-01-30,female,60,benito juarez,whitevincent@gmail.com,sara,christensen
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2021-01-19,female,73,achico,lawrenceanita@yahoo.com,kim,kirk
universidad tecnológica nacional,licenciatura en ciencias de la educación,2020-12-07,male,106,arroyo magdalena,stephenmassey@gmail.com,johnny,bush
universidad tecnológica nacional,licenciatura en ciencias biológicas,2020-12-19,female,60,dina huapi,iunderwood@hotmail.com,mary,fisher
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020-09-19,male,88,alabama,gporter@hotmail.com,jason,jones
universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020-09-29,male,36,hurlingham,katherinesteele@yahoo.com,brandon,snow
universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-10-30,male,14,arata,jeffery18@hotmail.com,timothy,jones
universidad tecnológica nacional,diseño industrial,2021-01-09,male,114,bacacay,wdelgado@hotmail.com,theodore,walker
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020-10-15,male,12,dock sud,jennifer19@yahoo.com,joseph,bond
universidad tecnológica nacional,bioquímica,2020-10-27,male,80,amadores,wgarcia@gmail.com,joseph,jones
universidad tecnológica nacional,agronomía,2020-11-13,female,75,campo ubajo,jfranklin@gmail.com,amanda,martin
universidad tecnológica nacional,farmacia,2021-01-19,female,18,7 de abril,callahandebra@gmail.com,alexis,stewart
universidad tecnológica nacional,ingeniería electrónica,2020-11-05,female,16,felicia,cpham@hotmail.com,amber,ochoa
universidad tecnológica nacional,medicina,2020-12-03,female,47,carrizal norte,aaron15@hotmail.com,deborah,brown
universidad tecnológica nacional,actuario,2021-01-19,female,73,olascoaga,johnsonderrick@gmail.com,emily,jenkins
universidad tecnológica nacional,ingeniería en informática,2020-11-10,female,104,aguapey,keithcook@gmail.com,christina,wong
universidad tecnológica nacional,diseño industrial,2021-01-04,female,46,la chilca,kimberly57@yahoo.com,judy,campbell
universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-11-16,male,78,colonia santa rosa,kanebrian@gmail.com,daniel,bernard
universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-09-07,male,32,la punta,xdiaz@gmail.com,james,thomas
universidad tecnológica nacional,licenciatura en ciencias de la computación,2021-01-02,male,53,caaguazu,pattonamber@gmail.com,bradley,good
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-12-19,male,81,albarracin,joseph84@hotmail.com,todd,shannon
universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-09-16,female,8,30 de agosto,wesleywilson@hotmail.com,helen,hill
universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020-09-07,male,24,alto del saladillo,carrpaul@hotmail.com,sean,delacruz
universidad tecnológica nacional,contador público,2020-11-09,female,79,agua de torre,imercado@gmail.com,marie,pearson
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2021-01-26,female,45,la lucila del mar,sklein@gmail.com,anita,cruz
universidad tecnológica nacional,ingeniería mecánica,2021-01-10,female,55,an aike,diane34@hotmail.com,tanya,nichols
universidad tecnológica nacional,licenciatura en psicología,2020-11-25,female,45,berazategui,jade84@gmail.com,natasha,george
universidad tecnológica nacional,licenciatura en terapia ocupacional,2020-11-06,male,53,aaron castellanos,ftucker@yahoo.com,joseph,barber
universidad tecnológica nacional,diseño de imagen y sonido,2020-11-18,female,73,campo de los andes,justin59@gmail.com,rebecca,anderson
universidad tecnológica nacional,licenciatura en ciencias de la educación,2020-10-12,male,94,maria magdalena,vanderson@yahoo.com,jake,ruiz
universidad tecnológica nacional,licenciatura en psicología,2020-11-23,female,78,arroyo castillo,xjordan@gmail.com,gabrielle,wright
universidad tecnológica nacional,actuario,2020-10-20,male,20,amuschina,james17@gmail.com,craig,patterson
universidad tecnológica nacional,contador público,2020-12-18,male,71,barrio belgrano,jenniferguerra@gmail.com,john,wang
universidad tecnológica nacional,ingeniería en informática,2020-10-30,female,33,cañada,schwartzjessica@gmail.com,jessica,williams
universidad tecnológica nacional,licenciatura en sociología,2020-10-09,female,95,calderon,mooredonna@gmail.com,crystal,scott
universidad tecnológica nacional,licenciatura en ciencias de la computación,2021-01-07,female,63,ranelagh,morajay@yahoo.com,casey,young
universidad tecnológica nacional,licenciatura en ciencias de la computación,2021-01-27,male,21,arbol verde,anthonyjillian@gmail.com,kevin,parker
universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-10-12,female,100,el abanico,stephensmichael@gmail.com,theresa,ortiz
universidad tecnológica nacional,contador público,2020-12-16,female,26,general conesa,davischarles@yahoo.com,evelyn,odom
universidad tecnológica nacional,licenciatura en psicología,2020-09-26,female,112,campo zavalla,elizabethchavez@hotmail.com,jennifer,cross
universidad tecnológica nacional,licenciatura en administración,2020-12-06,male,15,acheral,lewisjohn@hotmail.com,kyle,jones
universidad tecnológica nacional,licenciatura en musicoterapia,2020-11-13,male,25,gobernador duval,james03@hotmail.com,jason,hunt
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2021-01-14,female,50,algarrobitos 1ro,seanstone@gmail.com,laura,jackson
universidad tecnológica nacional,licenciatura en sociología,2020-09-28,male,108,villa sauce,laura21@hotmail.com,theodore,allen
universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-09-14,female,84,estancia las isletas,jjohnson@yahoo.com,rhonda,white
universidad tecnológica nacional,agronomía,2020-09-03,female,94,piamonte,amber33@yahoo.com,vanessa,gardner
universidad tecnológica nacional,ciencias veterinarias,2021-01-31,female,109,la pastora,carolyn93@gmail.com,lisa,torres
universidad tecnológica nacional,licenciatura en ciencias geológicas,2020-11-21,male,65,barrio jardin luzuriaga,leahporter@hotmail.com,steven,butler
universidad tecnológica nacional,bioquímica,2020-09-09,female,72,clason,pcallahan@gmail.com,kimberly,smith
universidad tecnológica nacional,ingeniería electrónica,2021-01-17,male,62,albigasta,bryanjason@gmail.com,dylan,aguirre
universidad tecnológica nacional,ingeniería en informática,2021-01-26,male,31,san pedro de iruya,cgill@gmail.com,jesse,rose
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-10-17,male,83,la ines,nicholas72@gmail.com,travis,schroeder
universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-11-16,male,50,oriente,gabbott@yahoo.com,richard,wilson
universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-09-06,male,92,cacique ariacaiquin,coxkaren@gmail.com,dustin,hughes
universidad tecnológica nacional,actuario,2020-10-07,female,115,aldea beleiro,gpatel@gmail.com,miss,kara
universidad tecnológica nacional,licenciatura en ciencias biológicas,2021-01-03,male,101,isidro casanova,eric73@hotmail.com,john,henderson
universidad tecnológica nacional,ingeniería electrónica,2020-09-12,male,37,alejandro petion,burchsteven@yahoo.com,michael,rojas
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2021-02-01,female,97,valle hondo,sarah14@gmail.com,angela,washington
universidad tecnológica nacional,medicina,2021-01-31,female,47,chamical,kbenton@gmail.com,mia,briggs
universidad tecnológica nacional,licenciatura en sociología,2020-09-05,male,65,abra mayo,briggslisa@yahoo.com,david,bennett
universidad tecnológica nacional,licenciatura en artes,2020-09-30,female,100,barrio parque leloir,gwalker@yahoo.com,tamara,chaney
universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020-10-28,female,116,avenida ejercito parana,martinezmarilyn@hotmail.com,stephanie,larsen
universidad tecnológica nacional,técnico para bioterios,2021-01-20,male,24,villa lynch,robert35@yahoo.com,james,smith
universidad tecnológica nacional,licenciatura en ciencias biológicas,2020-11-22,male,11,arroyo del cura,hollowayalejandro@hotmail.com,gary,mack
